# CRC simbol yang diminta modul vendor Infinity-X 3.12 (vendor_dlkm + vendor_boot), format: crc<TAB>simbol<TAB>contoh-modul
0xbc67ff16	ipi_desc_get	qcom_wdt_core.ko
0xf9df35eb	iput	zsmalloc.ko
0x452ba683	ipv6_ext_hdr	rmnet_core.ko,rmnet_wlan.ko
0x16360c27	ipv6_skip_exthdr	rmnet_core.ko,rmnet_perf.ko,rmnet_shs.ko...
0xb060c510	ipv6_stub	rmnet_wlan.ko
0x13e8189f	irq_chip_ack_parent	pinctrl-spmi-gpio.ko
0x5b670641	irq_chip_disable_parent	pinctrl-msm.ko,qcom-pdc.ko
0x8d101352	irq_chip_enable_parent	pinctrl-msm.ko,qcom-pdc.ko
0x81d977c3	irq_chip_eoi_parent	pinctrl-msm.ko,qcom-pdc.ko
0x843326a5	irq_chip_get_parent_state	qcom-pdc.ko
0xeec940e0	irq_chip_mask_parent	pinctrl-msm.ko,pinctrl-spmi-gpio.ko,qcom-pdc.ko
0xb063c9fa	irq_chip_retrigger_hierarchy	qcom-pdc.ko
0xfab540d5	irq_chip_set_affinity_parent	pinctrl-msm.ko,qcom-pdc.ko
0x3d330455	irq_chip_set_parent_state	pinctrl-msm.ko,qcom-pdc.ko
0x563a442e	irq_chip_set_type_parent	pinctrl-msm.ko,pinctrl-spmi-gpio.ko,qcom-pdc.ko
0x770ea7ef	irq_chip_set_vcpu_affinity_parent	pinctrl-msm.ko,qcom-pdc.ko
0x4f3e2587	irq_chip_set_wake_parent	pinctrl-msm.ko,pinctrl-spmi-gpio.ko
0x11a3baf1	irq_chip_unmask_parent	pinctrl-msm.ko,pinctrl-spmi-gpio.ko,qcom-pdc.ko
0xba3b84c8	irq_create_fwspec_mapping	gh_arm_drv.ko
0xb7983b27	irq_create_mapping_affinity	wcd_core_dlkm.ko
0x2c7db649	irq_dispose_mapping	gh_arm_drv.ko,pci-msm-drv.ko,qcom_wdt_core.ko
0xd60273b9	irq_domain_alloc_irqs_parent	qcom-pdc.ko
0x36c19913	irq_domain_create_hierarchy	qcom-pdc.ko
0x81982ed9	irq_domain_disconnect_hierarchy	qcom-pdc.ko
0xcfff211b	irq_domain_free_irqs_common	qcom-pdc.ko,spmi-pmic-arb.ko
0x69126572	irq_domain_free_irqs_parent	pci-msm-drv.ko
0x0eacc482	irq_domain_get_irq_data	gh_rm_drv.ko,pci-msm-drv.ko
0x53833461	irq_domain_remove	msm_drm.ko,pci-msm-drv.ko,qcom-i2c-pmic.ko...
0x9b31f2ce	irq_domain_set_hwirq_and_chip	qcom-pdc.ko
0xe8181df3	irq_domain_set_info	pci-msm-drv.ko,spmi-pmic-arb.ko
0x2a876fc2	irq_domain_update_bus_token	qcom-pdc.ko
0x901f1d93	irq_domain_xlate_onecell	msm_drm.ko
0xc7783f5b	irq_domain_xlate_twocell	smp2p.ko
0x30897ed2	irq_find_mapping	msm_drm.ko,msm_show_resume_irq.ko,pci-msm-drv.ko...
0xe961b1f7	irq_find_matching_fwspec	gh_rm_drv.ko,pinctrl-msm.ko,pinctrl-spmi-gpio.ko...
0xd67517d1	irq_get_irq_data	cnss2.ko,gh_arm_drv.ko,msm_drm.ko...
0x1d222ced	irq_get_irqchip_state	qcom_rpmh.ko
0x7522f3ba	irq_modify_status	dwc3-msm.ko,i2c-msm-geni.ko,msm_11ad_proxy.ko...
0xcc23d1e5	irq_of_parse_and_map	msm_drm.ko,msm_qmp.ko,pci-msm-drv.ko...
0x2a7b4b03	irq_set_affinity_hint	msm_11ad_proxy.ko,qca_cld3_adrastea.ko,qcom-cpufreq-hw.ko...
0x7082834f	irq_set_affinity_notifier	msm_drm.ko,sdhci-msm.ko
0x89122253	irq_set_chained_handler_and_data	pci-msm-drv.ko,spmi-pmic-arb.ko
0x0bf5d553	irq_set_chip_and_handler_name	msm_drm.ko,qcom-i2c-pmic.ko,qcom_ipcc.ko...
0x20a789ac	irq_set_chip_data	msm_drm.ko,qcom-i2c-pmic.ko,qcom_ipcc.ko...
0x0bc477a2	irq_set_irq_type	dwc3-msm.ko
0xce2840e7	irq_set_irq_wake	bcl_pmic5.ko,cnss2.ko,coresight-tmc.ko...
0xb88dbfce	irq_set_irqchip_state	dwc3-msm.ko
0xdc6596fa	irq_set_parent	smp2p.ko
0x45355328	irq_to_desc	dwc3-msm.ko,focaltech_3683g.ko,focaltech_fts.ko...
0xd36ebd12	irq_work_queue	sched-walt.ko
0xf64a80c9	irq_work_queue_on	sched-walt.ko
0xf361a95b	irq_work_sync	sched-walt.ko
0xabcf70c3	is_dma_buf_file	minidump.ko,msm_kgsl.ko,msm_sysstats.ko
0xc31db0ce	is_vmalloc_addr	coresight-tmc.ko,dwc3-msm.ko,ipam.ko...
0x3b5b2b11	isolate_and_split_free_page	mem-offline.ko
0x4dd7bfd1	isolate_anon_lru_page	mem-offline.ko
0x1530f747	iterate_fd	minidump.ko,msm_sysstats.ko
0x15ba50a6	jiffies	ax88179_178a.ko,bt_fm_slim.ko,camera.ko...
0x37befc70	jiffies_to_msecs	camera.ko,cfg80211.ko,cnss2.ko...
0x7f24de73	jiffies_to_usecs	mbhc_dlkm.ko,msm_kgsl.ko,pci-msm-drv.ko...
0xa6f6226c	kasan_flag_enabled	arm_smmu.ko,block2mtd.ko,cfg80211.ko...
0xfb384d37	kasprintf	block2mtd.ko,gh_dbl.ko,gh_msgq.ko...
0x52af25c3	kern_mount	zsmalloc.ko
0xfc97d51a	kern_unmount	zsmalloc.ko
0x2c76d94a	kernel_bind	qrtr.ko
0x34cefdba	kernel_connect	cnss2.ko,icnss2.ko,ipam.ko...
0x8efdb59d	kernel_getsockname	qmi_helpers.ko,qrtr.ko
0xbe169a2d	kernel_kobj	adsp_loader_dlkm.ko,camera.ko,cdsp-loader.ko...
0xb5ad8220	kernel_recvmsg	qmi_helpers.ko,qrtr.ko
0x44037a4f	kernel_sendmsg	qmi_helpers.ko,qrtr.ko
0xa9fd43f3	kernfs_find_and_get_ns	mi_thermal_interface.ko,msm_drm.ko
0xb205d117	kernfs_notify	msm_drm.ko
0xc26db68c	kernfs_put	msm_drm.ko
0xfe1d2e94	key_create_or_update	cfg80211.ko
0xa855c37d	key_put	cfg80211.ko
0x4a6752f7	keyring_alloc	cfg80211.ko
0x037a0cba	kfree	adsp_loader_dlkm.ko,altmode-glink.ko,arm_smmu.ko...
0xf474fdcb	kfree_const	reboot-mode.ko,rproc_qcom_common.ko
0xd0760fc0	kfree_sensitive	camera.ko,cfg80211.ko,hdcp.ko...
0x1d9aea18	kfree_skb	asix.ko,audio_pkt_dlkm.ko,cfg80211.ko...
0x1d0e3a97	kfree_skb_list	rmnet_sch.ko
0xa1452604	kgsl_get_stats	msm_sysstats.ko
0x7dcd8381	kill_anon_super	zsmalloc.ko
0x0cfca9d5	kill_fasync	sg.ko
0xb2ead97c	kimage_vaddr	qcom_cpu_vendor_hooks.ko
0xe4bbc1dd	kimage_voffset	arm_smmu.ko,cnss2.ko,ipam.ko...
0xeb1872f4	kmalloc_caches	altmode-glink.ko,arm_smmu.ko,asix.ko...
0xb8b9f817	kmalloc_order_trace	camera.ko,cnss_plat_ipc_qmi_svc.ko,goodix_core.ko...
0x548c620f	kmem_cache_alloc	camera.ko,ipam.ko,msm-cvp.ko...
0x66db42df	kmem_cache_alloc_trace	altmode-glink.ko,arm_smmu.ko,asix.ko...
0xb81fc35d	kmem_cache_create	camera.ko,ipam.ko,msm-cvp.ko...
0xe548931a	kmem_cache_create_usercopy	cnss_prealloc.ko
0x4f779b63	kmem_cache_destroy	camera.ko,cnss_prealloc.ko,ipam.ko...
0xf4e19380	kmem_cache_free	camera.ko,ipam.ko,msm-cvp.ko...
0x66b4cc41	kmemdup	camera.ko,cfg80211.ko,cnss2.ko...
0x0eb0bbf9	kmsg_dump_get_buffer	mtdoops.ko
0x10c2e75a	kmsg_dump_register	mtdoops.ko
0x616b30c7	kmsg_dump_rewind	mtdoops.ko
0xdea9919b	kmsg_dump_unregister	mtdoops.ko
0x551b1300	kobj_sysfs_ops	camera.ko,guestvm_loader.ko,msm_kgsl.ko
0xf5f7b498	kobject_add	camera.ko,sched-walt.ko
0x177f5d51	kobject_create_and_add	adsp_loader_dlkm.ko,camera.ko,cdsp-loader.ko...
0xf524bddc	kobject_del	adsp_loader_dlkm.ko,cdsp-loader.ko,core_hang_detect.ko...
0xf6b0c7cb	kobject_init	camera.ko,sched-walt.ko
0xef1d7977	kobject_init_and_add	bwmon.ko,core_hang_detect.ko,goodix_core.ko...
0x91b9ec8d	kobject_put	bwmon.ko,camera.ko,core_hang_detect.ko...
0x35bc9e8c	kobject_set_name	msm_drm.ko,stm_core.ko
0x0582a188	kobject_uevent	msm_kgsl.ko,rq_stats.ko,wil6210.ko
0xee1ede4b	kobject_uevent_env	cfg80211.ko,ipam.ko,msm_drm.ko...
0xb1e12d81	krealloc	coresight.ko,lpass_cdc_rx_macro_dlkm.ko,lpass_cdc_va_macro_dlkm.ko...
0xfd4eadcf	kset_create_and_add	msm_performance.ko
0x04ea5d10	ksize	qca_cld3_adrastea.ko
0x66f86b20	ksoftirqd	sched-walt.ko
0x38869d88	kstat	qcom_wdt_core.ko
0xb6bffb99	kstat_irqs_cpu	qcom_wdt_core.ko
0x9bb05a3a	kstat_irqs_usr	qcom_wdt_core.ko
0x2d39b0a7	kstrdup	altmode-glink.ko,aw882xx_dlkm.ko,fs19xx_dlkm.ko...
0x365e7911	kstrdup_const	reboot-mode.ko,rproc_qcom_common.ko
0x1652925f	kstrdup_quotable_cmdline	msm_kgsl.ko
0x9eacf8a5	kstrndup	lpass_cdc_tx_macro_dlkm.ko,lpass_cdc_va_macro_dlkm.ko,usb_f_cdev.ko...
0xe0875eb1	kstrtobool	core_hang_detect.ko,coresight-tpda.ko,dwc3-msm.ko...
0x2276db98	kstrtoint	adsp_loader_dlkm.ko,aw882xx_dlkm.ko,bwmon.ko...
0x779a18af	kstrtoll	glink_pkt.ko,goodix_core.ko,msm_performance.ko
0xbcbdf60f	kstrtos8	qca_cld3_adrastea.ko,wil6210.ko
0x7b0192da	kstrtou16	qca_cld3_adrastea.ko,qcom-hv-haptics.ko,zram.ko
0x46045dd7	kstrtou8	qca_cld3_adrastea.ko,qcom_wdt_core.ko,usb_f_cdev.ko...
0x69ad2f20	kstrtouint	aw882xx_dlkm.ko,bwmon.ko,cdsp-loader.ko...
0x3c80c06c	kstrtoull	camera.ko,coresight-csr.ko,coresight-cti.ko...
0x04408b30	kthread_bind_mask	sched-walt.ko
0xa6c560c8	kthread_cancel_delayed_work_sync	msm_drm.ko
0x02190f89	kthread_cancel_work_sync	msm_drm.ko,qcom_glink.ko,sched-walt.ko
0xd9aa98a4	kthread_create_on_node	camera.ko,cdsprm.ko,gh_rm_drv.ko...
0xe3e465cd	kthread_create_worker	msm_drm.ko,msm_kgsl.ko
0xc1b48cc6	kthread_delayed_work_timer_fn	msm_drm.ko
0x00a37f00	kthread_destroy_worker	msm_drm.ko,msm_kgsl.ko
0xf98fd8ef	kthread_flush_work	msm_drm.ko
0xae6080fa	kthread_flush_worker	msm_drm.ko,msm_kgsl.ko,qcom_glink.ko...
0x6d7ae2d5	kthread_mod_delayed_work	msm_drm.ko
0x7c009f61	kthread_park	msm_drm.ko
0xf95322f4	kthread_parkme	msm_drm.ko
0x8242a45a	kthread_queue_delayed_work	msm_drm.ko
0xc643be43	kthread_queue_work	msm_drm.ko,msm_kgsl.ko,qcom_glink.ko...
0x79defbe1	kthread_should_park	msm_drm.ko
0xb3f7646e	kthread_should_stop	cdsprm.ko,gh_rm_drv.ko,hyp_core_ctl.ko...
0x2b7ddd11	kthread_stop	cdsprm.ko,gh_rm_drv.ko,hyp_core_ctl.ko...
0x397bae86	kthread_unpark	msm_drm.ko
0x955b0e2e	kthread_worker_fn	msm_drm.ko,qcom_glink.ko,qrtr.ko...
0xb43f9365	ktime_get	arm_smmu.ko,bwmon.ko,camera.ko...
0x484f6edf	ktime_get_coarse_real_ts64	mtdoops.ko
0xbcc15e75	ktime_get_coarse_with_offset	cfg80211.ko
0x6ebe366f	ktime_get_mono_fast_ns	arm_smmu.ko,bam_dma.ko,cnss2.ko...
0x9714e0bb	ktime_get_raw	rmnet_core.ko
0x953e1b9e	ktime_get_real_seconds	msm_kgsl.ko
0x9ec6ca96	ktime_get_real_ts64	camera.ko,frpc-adsprpc.ko,msm_drm.ko...
0xc4f0da12	ktime_get_with_offset	camera.ko,focaltech_3683g.ko,qca_cld3_adrastea.ko...
0x7aa1756e	kvfree	camera.ko,frpc-adsprpc.ko,ipam.ko...
0xbaf22757	kvfree_call_rcu	cfg80211.ko,rmnet_wlan.ko
0x599fb41c	kvmalloc_node	camera.ko,frpc-adsprpc.ko,lzo-rle.ko...
0x0d6296d3	led_classdev_register_ext	leds-aw2016.ko,leds-qpnp-flash-v2.ko
0xcb7db351	led_classdev_unregister	leds-aw2016.ko,leds-qpnp-flash-v2.ko
0x6006e194	led_trigger_event	camera.ko
0xa259f598	led_trigger_register_simple	camera.ko
0xb45ef8ba	led_trigger_unregister_simple	camera.ko
0xcba4abe3	list_sort	camera.ko,icc-bcm-voter.ko,msm_drm.ko...
0xc7a1840e	llist_add_batch	msm_kgsl.ko
0x0ddb1cd7	llist_reverse_order	msm_kgsl.ko
0x4c6afd90	lock_sock_nested	qrtr.ko
0xd9b85ef6	lockref_get	mtd.ko
0x67fdd2b2	logfc	mtd.ko
0xfa0370a1	lookup_bdev	mtd.ko
0x8bd01556	lpass_cdc_check_core_votes	lpass_cdc_rx_macro_dlkm.ko,lpass_cdc_va_macro_dlkm.ko,lpass_cdc_wsa2_macro_dlkm.ko...
0x6c12176e	lpass_cdc_clear_amic_tx_hold	lpass_cdc_tx_macro_dlkm.ko,lpass_cdc_va_macro_dlkm.ko
0xa79c4c73	lpass_cdc_clk_rsc_fs_gen_request	lpass_cdc_rx_macro_dlkm.ko,lpass_cdc_tx_macro_dlkm.ko,lpass_cdc_va_macro_dlkm.ko...
0x1875baae	lpass_cdc_clk_rsc_request_clock	lpass_cdc_rx_macro_dlkm.ko,lpass_cdc_tx_macro_dlkm.ko,lpass_cdc_va_macro_dlkm.ko...
0xb87c907b	lpass_cdc_dmic_clk_enable	lpass_cdc_tx_macro_dlkm.ko,lpass_cdc_va_macro_dlkm.ko
0x08e950e0	lpass_cdc_get_device_ptr	lpass_cdc_rx_macro_dlkm.ko,lpass_cdc_tx_macro_dlkm.ko,lpass_cdc_va_macro_dlkm.ko...
0x8cf1aef1	lpass_cdc_get_version	lpass_cdc_tx_macro_dlkm.ko,lpass_cdc_va_macro_dlkm.ko
0x7cf3e9be	lpass_cdc_info_create_codec_entry	machine_dlkm.ko
0xa098c9e9	lpass_cdc_is_va_macro_registered	lpass_cdc_rx_macro_dlkm.ko,lpass_cdc_tx_macro_dlkm.ko,lpass_cdc_wsa2_macro_dlkm.ko...
0x582474ee	lpass_cdc_load_compander_coeff	lpass_cdc_rx_macro_dlkm.ko
0x584d7fa1	lpass_cdc_register_macro	lpass_cdc_rx_macro_dlkm.ko,lpass_cdc_tx_macro_dlkm.ko,lpass_cdc_va_macro_dlkm.ko...
0x77a6306e	lpass_cdc_register_wake_irq	machine_dlkm.ko
0x01421186	lpass_cdc_rsc_clk_reset	lpass_cdc_rx_macro_dlkm.ko,lpass_cdc_tx_macro_dlkm.ko,lpass_cdc_va_macro_dlkm.ko...
0xaa8fe81d	lpass_cdc_runtime_resume	lpass_cdc_rx_macro_dlkm.ko,lpass_cdc_tx_macro_dlkm.ko,lpass_cdc_va_macro_dlkm.ko...
0x89b639b8	lpass_cdc_runtime_suspend	lpass_cdc_rx_macro_dlkm.ko,lpass_cdc_tx_macro_dlkm.ko,lpass_cdc_va_macro_dlkm.ko...
0x3e6d162b	lpass_cdc_rx_set_fir_capability	machine_dlkm.ko
0x00c64d71	lpass_cdc_set_port_map	machine_dlkm.ko
0xf6f83862	lpass_cdc_tx_macro_mute_hs	mbhc_dlkm.ko
0x916728d3	lpass_cdc_tx_mclk_enable	lpass_cdc_va_macro_dlkm.ko
0x781b05da	lpass_cdc_unregister_macro	lpass_cdc_rx_macro_dlkm.ko,lpass_cdc_tx_macro_dlkm.ko,lpass_cdc_va_macro_dlkm.ko...
0xb9f134d5	lpass_cdc_update_compander_setting	lpass_cdc_rx_macro_dlkm.ko,lpass_cdc_wsa2_macro_dlkm.ko,lpass_cdc_wsa_macro_dlkm.ko
0x2b0acf2b	lpass_cdc_wsa_pa_on	lpass_cdc_wsa2_macro_dlkm.ko,lpass_cdc_wsa_macro_dlkm.ko
0x787c882b	lzo1x_1_compress	lzo.ko
0x04df8fbc	lzo1x_decompress_safe	lzo-rle.ko,lzo.ko
0x79f697e4	lzorle1x_1_compress	lzo-rle.ko
0x652032cb	mac_pton	qca_cld3_adrastea.ko
0xa92690a9	map_debug_bases	debugcc-parrot.ko,debugcc-ravelin.ko
0x81188c30	match_string	dwc3-msm.ko,sched-walt.ko
0x8c5b346e	mbox_chan_received_data	msm_qmp.ko,qcom_rimps.ko
0x40a79c74	mbox_chan_txdone	msm_qmp.ko
0xa90e12d3	mbox_client_txdone	msm_qmp.ko,qcom_aoss.ko,qcom_glink.ko...
0x07e14d2c	mbox_controller_register	msm_qmp.ko,qcom_ipcc.ko,qcom_rimps.ko
0x91ba3f34	mbox_controller_unregister	msm_qmp.ko,qcom_ipcc.ko,qcom_rimps.ko
0x4abd0c35	mbox_free_channel	cnss2.ko,icnss2.ko,ipam.ko...
0xf7cdbd5a	mbox_request_channel	btpower.ko,cnss2.ko,icnss2.ko...
0xe941859b	mbox_send_message	btpower.ko,cnss2.ko,icnss2.ko...
0xe53bf6f7	mdiobus_alloc_size	asix.ko
0x1b7da5e7	mdiobus_free	asix.ko
0x2ee5d23a	mdiobus_unregister	asix.ko
0xa98f49c8	media_device_cleanup	camera.ko
0x35fd62b8	media_device_init	camera.ko
0x2f4b25cb	media_device_unregister	camera.ko
0x0744b735	media_entity_pads_init	camera.ko
0xaae7d1de	mem_alloc_generic_req_msg_data_v01_ei	msm_memshare.ko
0x3f44a368	mem_alloc_generic_resp_msg_data_v01_ei	msm_memshare.ko
0x381dc251	mem_buf_assign_mem	mem_buf.ko
0x67e80f11	mem_buf_capability	mem_buf.ko
0xf41e47be	mem_buf_check_vmids	mem_buf.ko
0x7fb8d1aa	mem_buf_dev	mem_buf.ko
0x878f1779	mem_buf_dma_buf_copy_vmperm	msm-cvp.ko,msm-eva.ko,msm_kgsl.ko...
0x0c76db23	mem_buf_dma_buf_exclusive_owner	frpc-adsprpc.ko,mem_buf.ko,msm_kgsl.ko...
0xd6aa0048	mem_buf_dma_buf_export	mem_buf.ko,qcom_dma_heaps.ko
0xece5979a	mem_buf_dma_buf_set_destructor	qseecom-mod.ko
0x9f23fee7	mem_buf_fd_to_vmid	mem_buf.ko
0x838edf98	mem_buf_gh_acl_desc_to_vmid_perm_list	mem_buf.ko
0x4aff2270	mem_buf_lend	camera.ko,mem_buf.ko,msm-cvp.ko...
0x4923d51c	mem_buf_map_mem_s1	mem_buf.ko
0x6898aa2e	mem_buf_map_mem_s2	mem_buf.ko
0xc53748fe	mem_buf_reclaim	mem_buf.ko
0xbc065cf8	mem_buf_share	mem_buf.ko
0xe672f99b	mem_buf_unassign_mem	mem_buf.ko
0x68a652b9	mem_buf_unmap_mem_s1	mem_buf.ko
0xc108f03f	mem_buf_unmap_mem_s2	mem_buf.ko
0x3ad24b4d	mem_buf_vmid_perm_list_to_gh_acl	mem_buf.ko
0xce5771c6	mem_buf_vmperm_alloc	qcom_dma_heaps.ko
0x24f6ad39	mem_buf_vmperm_alloc_accept	mem_buf.ko
0x9b0cef8c	mem_buf_vmperm_alloc_staticvm	qcom_dma_heaps.ko
0xa31df8f4	mem_buf_vmperm_can_cmo	qcom_dma_heaps.ko
0xb5f12423	mem_buf_vmperm_can_mmap	qcom_dma_heaps.ko
0xab6ef9af	mem_buf_vmperm_can_vmap	qcom_dma_heaps.ko
0x96ee923e	mem_buf_vmperm_pin	qcom_dma_heaps.ko
0xd05f5b6e	mem_buf_vmperm_release	qcom_dma_heaps.ko
0xfeb8ae4a	mem_buf_vmperm_unpin	qcom_dma_heaps.ko
0x7977203c	mem_free_generic_req_msg_data_v01_ei	msm_memshare.ko
0x7193b0cd	mem_free_generic_resp_msg_data_v01_ei	msm_memshare.ko
0xfc09fc89	mem_query_size_req_msg_data_v01_ei	msm_memshare.ko
0xca1d8912	mem_query_size_resp_msg_data_v01_ei	msm_memshare.ko
0x4c894766	memblock_end_of_DRAM	mem-offline.ko
0x9f0ec720	memblock_free	msm_drm.ko
0xa07a37f0	memchr	msm-cvp.ko,msm-eva.ko,msm_video.ko...
0x449ad0a7	memcmp	cfg80211.ko,qca_cld3_adrastea.ko
0x4829a47e	memcpy	adsp_loader_dlkm.ko,altmode-glink.ko,arm_smmu.ko...
0x9291cd3b	memdup_user	audio_pkt_dlkm.ko,aw882xx_dlkm.ko,camera.ko...
0x5a9f1d63	memmove	asix.ko,frpc-adsprpc.ko,minidump.ko...
0xfcc1edd3	memory_block_size_bytes	mem-offline.ko
0x65e0d6d7	memory_read_from_buffer	qcom_ramdump.ko,qti_battery_debug.ko
0x27864d57	memparse	msm_drm.ko,zram.ko
0xc3762aec	mempool_alloc	cnss_prealloc.ko
0xc972449f	mempool_alloc_slab	cnss_prealloc.ko
0x1953c958	mempool_create	cnss_prealloc.ko
0x9034a696	mempool_destroy	cnss_prealloc.ko
0xa897e3e7	mempool_free	cnss_prealloc.ko
0x8a99a016	mempool_free_slab	cnss_prealloc.ko
0x4d924f20	memremap	guestvm_loader.ko,icnss2.ko,ipam.ko...
0xdcb764ad	memset	arm_smmu.ko,aw882xx_dlkm.ko,block2mtd.ko...
0xed8a2d95	memset64	zram.ko
0x9688de8b	memstart_addr	arm_smmu.ko,camera.ko,cnss2.ko...
0x9e9fdd9d	memunmap	guestvm_loader.ko,ipam.ko,msm-cvp.ko...
0xf5bc2ebf	mhi_alloc_controller	cnss2.ko
0x8cd94b46	mhi_controller_set_bw_scale_cb	cnss2.ko
0xec1ff16c	mhi_debug_reg_dump	cnss2.ko
0x9706062f	mhi_device_configure	ipam.ko
0xf1701c94	mhi_device_get	cnss2.ko,mhi_dev_netdev.ko
0x4bd1f6e4	mhi_device_get_sync	cnss2.ko
0x331f0950	mhi_device_get_sync_atomic	cnss2.ko
0x9042956e	mhi_device_ioctl	mhi_dev_uci.ko
0xad3ba023	mhi_device_put	cnss2.ko,mhi_dev_netdev.ko
0x3037418b	mhi_download_rddm_image	cnss2.ko
0x5693a93c	mhi_driver_unregister	ipam.ko,mhi_dev_dtr.ko,mhi_dev_netdev.ko...
0x0bfd4258	mhi_dump_sfr	cnss2.ko
0x71db1238	mhi_force_rddm_mode	cnss2.ko
0x7ce211f7	mhi_force_reset	cnss2.ko
0xe2996d59	mhi_free_controller	cnss2.ko
0x7ccf27d5	mhi_get_channel_db_base	ipam.ko
0x4e3349d9	mhi_get_device_for_channel	mhi_dev_dtr.ko
0x6d72cf90	mhi_get_event_ring_db_base	ipam.ko
0x433cc7ad	mhi_get_exec_env	cnss2.ko
0x984e740a	mhi_get_free_desc_count	mhi_dev_netdev.ko,mhi_dev_uci.ko,qdss_bridge.ko
0xf4b95831	mhi_notify	mhi_dev_dtr.ko
0x736cf96f	mhi_pm_fast_resume	cnss2.ko
0xbed2072d	mhi_pm_fast_suspend	cnss2.ko
0x6ab75aad	mhi_pm_resume	cnss2.ko
0xc50bccf8	mhi_pm_suspend	cnss2.ko
0x81866f5d	mhi_poll	mhi_dev_netdev.ko
0x5f04334b	mhi_power_down	cnss2.ko
0xddbb8ebd	mhi_prepare_for_power_up	cnss2.ko
0xe47f00af	mhi_prepare_for_transfer	ipam.ko,mhi_dev_dtr.ko,mhi_dev_netdev.ko...
0xfbf68287	mhi_queue_buf	mhi_dev_dtr.ko,mhi_dev_uci.ko,qdss_bridge.ko
0x32af49ca	mhi_queue_dma	mhi_dev_netdev.ko
0xc5b66752	mhi_queue_skb	mhi_dev_netdev.ko,qrtr-mhi.ko
0x0c8f64fa	mhi_register_controller	cnss2.ko
0x72995b8b	mhi_report_error	cnss2.ko
0x99b34932	mhi_scan_rddm_cookie	cnss2.ko
0x472afe1e	mhi_set_m2_timeout_ms	cnss2.ko
0x5f3e9e1c	mhi_start_transfer	ipam.ko
0xfee978c2	mhi_stop_transfer	ipam.ko
0x41376ae9	mhi_sync_power_up	cnss2.ko
0xe139d2d5	mhi_unprepare_after_power_down	cnss2.ko
0x4faa257b	mhi_unprepare_from_transfer	mhi_dev_uci.ko,qdss_bridge.ko,qrtr-mhi.ko
0xe627f825	mhi_unregister_controller	cnss2.ko
0xeac6b82d	mi_display_pwrkey_callback_set	msm_drm.ko
0x436bd98f	migrate_pages	mem-offline.ko
0xd5e3420a	migrate_swap	sched-walt.ko
0x81b02588	mii_check_media	asix.ko
0x51423689	mii_ethtool_get_link_ksettings	ax88179_178a.ko
0xd0e29d9c	mii_ethtool_gset	asix.ko,ax88179_178a.ko
0x4dd2466b	mii_ethtool_set_link_ksettings	ax88179_178a.ko
0x820f4b6c	mii_link_ok	asix.ko
0xa782262b	mii_nway_restart	asix.ko,ax88179_178a.ko
0x81ce66fa	mipi_dsi_create_packet	msm_drm.ko
0x486c3798	mipi_dsi_dcs_read	msm_drm.ko
0xe9b80cf7	mipi_dsi_dcs_set_display_brightness	msm_drm.ko
0xbee11ee8	mipi_dsi_dcs_set_display_off	msm_drm.ko
0x22dd72f1	mipi_dsi_dcs_set_tear_off	msm_drm.ko
0xb48dc28f	mipi_dsi_dcs_write	msm_drm.ko
0x012f2e6f	mipi_dsi_host_register	msm_drm.ko
0xedda5ce7	mipi_dsi_host_unregister	msm_drm.ko
0xdcef2da4	misc_deregister	aw882xx_dlkm.ko,coresight-tmc.ko,fs19xx_dlkm.ko...
0x6331d19e	misc_register	aw882xx_dlkm.ko,coresight-tmc.ko,fs19xx_dlkm.ko...
0x404f6e05	mmc_cqe_request_done	cqhci.ko
0x7560b1c3	mmc_get_card	sdhci-msm-scaling.ko,sdhci-msm.ko
0x781008d2	mmc_hs200_tuning	sdhci-msm-scaling.ko
0x753883c5	mmc_issue_type	sdhci-msm-scaling.ko
0xa77debf1	mmc_of_parse	sdhci-msm.ko
0x3d3cc3e6	mmc_put_card	sdhci-msm-scaling.ko,sdhci-msm.ko
0xbf2ae660	mmc_regulator_get_supply	sdhci-msm.ko
0xd981202f	mmc_regulator_set_ocr	sdhci-msm.ko
0x110cb690	mmc_regulator_set_vqmmc	sdhci-msm.ko
0xd70324a3	mmc_release_host	sdhci-msm-scaling.ko
0xedd3992f	mmc_select_bus_width	sdhci-msm-scaling.ko
0x7ce54fbd	mmc_select_hs	sdhci-msm-scaling.ko
0x4944b524	mmc_select_hs_ddr	sdhci-msm-scaling.ko
0xd09b4365	mmc_select_hs400	sdhci-msm-scaling.ko
0xbec1f8a3	mmc_select_timing	sdhci-msm-scaling.ko
0x765f1937	mmc_send_status	sdhci-msm-scaling.ko
0xdb67d31e	mmc_send_tuning	sdhci-msm.ko
0xf60f723e	mmc_set_clock	sdhci-msm-scaling.ko
0xe2d6257e	mmc_set_initial_state	sdhci-msm-scaling.ko
0x9d14ad77	mmc_set_timing	sdhci-msm-scaling.ko
0x5c0876e0	mmput	sched-walt.ko
0xde9150a8	mmrm_client_check_scaling_supported	msm_video.ko
0x15e4a2d8	mmrm_client_deregister	msm-cvp.ko,msm_drm.ko,msm_video.ko
0xbbd8dc5d	mmrm_client_register	msm-cvp.ko,msm_drm.ko,msm_video.ko
0x6be8a03a	mmrm_client_set_value	msm_drm.ko,msm_video.ko
0xf77f51e3	mmrm_client_set_value_in_range	msm-cvp.ko
